GENE	CGC	GENE_LEN	GENE_NUM_MUTS	MUTS_IN_CLUST	NUM_CLUSTERS	CLUST_COORDS	GENE_SCORE	ZSCORE	PVALUE	QVALUE
ATXN2L		1098.0	64	13	4	[320,324]:5,[382,382]:3,[436,436]:2,[895,896]:3	0.1783475985194396	0.6017836713475353	0.2736590728196514	0.5345597883307451
CDH5		785.0	64	12	5	[260,260]:2,[354,354]:2,[430,430]:2,[510,510]:2,[714,716]:4	0.1783472988261915	0.6017813282029374	0.2736598527772284	0.5345597883307451
KCNJ10		380.0	32	6	2	[16,17]:3,[375,375]:3	0.1783472988261915	0.6017813282029374	0.2736598527772284	0.5345597883307451
CRYGN		183.0	19	7	1	[86,95]:7	0.17833480914074276	0.601683677891581	0.2736923584073792	0.5345597883307451
AMOTL1		957.0	66	13	5	[32,35]:3,[107,107]:2,[120,120]:2,[325,325]:2,[847,848]:4	0.17829985890067346	0.6014104202632157	0.2737833299812358	0.5345597883307451
MYPN		1321.0	118	27	9	[101,104]:4,[440,444]:3,[640,650]:5,[800,801]:3,[818,822]:3,[859,859]:2,[1069,1069]:2,[1127,1127]:2,[1256,1260]:3	0.17829911721727132	0.6014046214290141	0.27378526066237274	0.5345597883307451
CPA1		420.0	34	7	2	[155,156]:3,[222,225]:4	0.17825520955900948	0.6010613304375956	0.2738995689844208	0.5345597883307451
TONSL		1379.0	75	17	6	[326,326]:2,[479,486]:4,[543,548]:4,[1112,1116]:3,[1163,1163]:2,[1216,1216]:2	0.17825016261954543	0.6010218710603291	0.2739127095976771	0.5345597883307451
PIBF1		787.0	43	10	3	[86,92]:4,[396,396]:2,[582,588]:4	0.1782381746611182	0.6009281434898668	0.273943923649573	0.5345597883307451
LRCH2		766.0	51	14	3	[610,615]:4,[629,645]:8,[699,699]:2	0.1782301130731405	0.6008651141542377	0.2739649152704101	0.5345597883307451
UPF3B		484.0	45	11	3	[147,154]:4,[355,355]:3,[375,383]:4	0.17821425579204953	0.6007411343757112	0.27400620846659995	0.5345597883307451
ADAMTSL2		952.0	18	5	1	[57,61]:5	0.17817404127721947	0.6004267181391838	0.27411094297325583	0.5345597883307451
NIT1		328.0	18	4	1	[20,23]:4	0.17817350847900373	0.6004225524688896	0.27411233072334257	0.5345597883307451
TNFRSF10B		441.0	18	4	1	[304,307]:4	0.17817350847900373	0.6004225524688896	0.27411233072334257	0.5345597883307451
DENND2C		929.0	74	17	5	[103,104]:3,[209,222]:5,[289,289]:2,[575,578]:5,[859,859]:2	0.1781603490097537	0.6003196654686664	0.27414660756764775	0.5345597883307451
GLP2R		554.0	66	16	4	[209,210]:4,[458,459]:3,[477,478]:3,[497,506]:6	0.17815745766001065	0.6002970595188363	0.2741541390323631	0.5345597883307451
SEMA6C		963.0	62	15	4	[43,46]:4,[183,192]:5,[367,371]:3,[430,430]:3	0.17815403511603778	0.600270300439438	0.2741630542980318	0.5345597883307451
SYT9		492.0	63	16	4	[190,196]:4,[209,209]:2,[322,330]:6,[364,369]:4	0.17807388029626264	0.5996436118699068	0.27437188773869686	0.5348807641324612
KIAA1324L		1030.0	97	27	7	[160,166]:4,[247,250]:3,[445,448]:3,[514,517]:4,[598,615]:7,[693,693]:2,[779,786]:4	0.1780578737689793	0.5995184652135422	0.2744136001641112	0.5348807641324612
MKI67		3257.0	252	67	19	[155,165]:7,[166,185]:9,[231,236]:3,[253,258]:5,[336,341]:3,[362,372]:4,[453,453]:2,[476,476]:2,[697,697]:2,[968,979]:8,[1355,1355]:2,[1462,1462]:2,[1698,1698]:2,[1737,1742]:4,[2024,2024]:2,[2103,2103]:2,[2263,2263]:2,[2456,2460]:3,[2779,2784]:3	0.17803639720340217	0.5993505511916813	0.274469572226201	0.5348807641324612
GRPR		385.0	38	9	3	[192,192]:2,[274,281]:4,[348,350]:3	0.17803129062162637	0.599310625502406	0.27448288178984626	0.5348807641324612
ACAA2		398.0	22	5	1	[13,16]:5	0.1779198506845543	0.598439334980535	0.27477341308426984	0.5353712366595986
MPEG1		717.0	79	21	5	[23,29]:5,[216,223]:4,[415,418]:3,[499,500]:4,[673,680]:5	0.17790459349254784	0.5983200469843745	0.2748132013900393	0.5353730894801711
JAK2	Dom	1133.0	54	13	4	[114,116]:3,[122,126]:3,[128,138]:5,[534,534]:2	0.17784442804983674	0.5978496448883608	0.2749701308762104	0.5354767749360544
MYO3B		1342.0	109	24	7	[393,397]:3,[698,698]:4,[984,989]:4,[1049,1049]:2,[1082,1085]:3,[1178,1184]:5,[1283,1286]:3	0.17783440970715403	0.5977713167121823	0.274996266000516	0.5354767749360544
SENP7		1051.0	67	15	5	[73,81]:5,[85,90]:4,[594,594]:2,[852,852]:2,[858,858]:2	0.17782473222742767	0.5976956535649954	0.2750215130683047	0.5354767749360544
GCNA		692.0	79	17	5	[218,222]:3,[237,239]:4,[247,247]:2,[276,276]:2,[292,298]:6	0.17782462075693584	0.5976947820355819	0.27502180388445885	0.5354767749360544
SMARCA1		1071.0	68	17	5	[606,617]:5,[667,667]:2,[903,911]:5,[981,981]:2,[1001,1003]:3	0.1777807827263115	0.5973520354262065	0.27513618497555214	0.5355634569513208
PNPLA1		533.0	45	8	4	[31,31]:2,[206,206]:2,[212,212]:2,[354,354]:2	0.17777777777777778	0.5973285413069084	0.2751440262698044	0.5355634569513208
PRR5L		369.0	30	8	2	[86,95]:6,[198,198]:2	0.1777381302698747	0.5970185582006776	0.2752474951755429	0.5356892165741719
IRF9		394.0	24	6	2	[51,58]:4,[326,326]:2	0.17771581055991093	0.5968440520742989	0.2753057518007632	0.5356985956241231
LIG4		912.0	73	16	6	[76,76]:2,[379,379]:2,[492,492]:2,[687,687]:2,[810,822]:5,[868,871]:3	0.17770282984348287	0.596742562648802	0.27533963553053437	0.5356985956241231
VLDLR		874.0	35	9	2	[190,190]:4,[572,585]:5	0.17768823114423352	0.5966284230627451	0.27537774515329844	0.5356985956241231
MORC3		940.0	51	10	4	[276,276]:2,[349,350]:3,[477,477]:2,[502,505]:3	0.17766033578443768	0.5964103238495468	0.27545057266921935	0.5356985956241231
TOP3B		863.0	51	10	4	[136,136]:2,[267,271]:4,[631,631]:2,[767,767]:2	0.17766033578443766	0.5964103238495466	0.2754505726692194	0.5356985956241231
UGT2B15		1062.0	72	24	4	[204,224]:10,[224,229]:3,[395,406]:6,[448,452]:5	0.1776386481636094	0.5962407596971784	0.275507199942283	0.5356985956241231
IP6K3		411.0	38	8	3	[161,167]:4,[185,185]:2,[307,307]:2	0.17763208369631187	0.596189435564307	0.275524341166125	0.5356985956241231
ATP13A2		1181.0	78	15	6	[123,123]:2,[392,392]:3,[613,616]:3,[802,802]:2,[833,833]:2,[880,882]:3	0.17760991221477093	0.5960160883583592	0.2755822395092835	0.5357356045177651
LDLRAD4		307.0	36	16	2	[30,45]:9,[54,62]:7	0.1775776186494605	0.5957636018789905	0.27566658124360444	0.5358240020365322
MCM4		864.0	63	18	4	[25,33]:5,[319,329]:6,[517,521]:3,[608,612]:4	0.1775516103114546	0.5955602563011884	0.2757345169513895	0.5358804900852818
MARK2		789.0	52	12	4	[130,130]:2,[205,205]:2,[296,302]:4,[509,514]:4	0.17747288338084535	0.5949447316494518	0.2759402076725821	0.536204646569854
SS18	Dom	419.0	31	6	2	[166,166]:2,[213,215]:4	0.1774196641994819	0.5945286387340932	0.2760792966966893	0.5363993100724259
OR7G3		313.0	33	7	2	[49,49]:3,[280,285]:4	0.17738100462885253	0.5942263797921559	0.27618035556748566	0.5365200396699253
CAVIN1		391.0	35	9	2	[192,192]:2,[325,330]:7	0.17734731130537734	0.5939629493365619	0.27626844711947585	0.5365372451719842
FAM129A		929.0	70	18	5	[138,149]:6,[183,183]:2,[341,345]:3,[728,734]:4,[909,914]:3	0.1773468719295056	0.5939595140866627	0.27626959596341705	0.5365372451719842
PADI3		665.0	71	17	6	[122,132]:5,[148,148]:2,[180,187]:4,[292,292]:2,[372,372]:2,[618,618]:2	0.17733295815754538	0.5938507295884754	0.27630597776394017	0.5365372451719842
NOX4		600.0	74	16	4	[35,39]:5,[180,181]:3,[348,350]:4,[404,408]:4	0.17731580348716414	0.5937166062023563	0.27635083711721187	0.5365487731916572
PADI1		664.0	59	14	3	[41,41]:2,[56,60]:5,[650,655]:7	0.1772398828317871	0.5931230223473919	0.2765494120278037	0.5368587022677473
SLC16A14		511.0	52	13	4	[126,126]:2,[314,314]:2,[336,340]:3,[465,474]:6	0.1771813508639585	0.5926653915362535	0.27670255354772133	0.5370803577380088
YTHDC2		1431.0	75	17	5	[18,26]:5,[150,154]:4,[773,774]:3,[888,890]:3,[964,964]:2	0.17716570967429812	0.5925431012634848	0.27674348378442704	0.5370841790748031
CRIPAK		447.0	24	5	2	[419,419]:2,[426,430]:3	0.17708373292816298	0.5919021680056423	0.2769580509811542	0.5371225003904349
DIRC2		479.0	24	5	2	[214,218]:3,[275,275]:2	0.17708373292816298	0.5919021680056423	0.2769580509811542	0.5371225003904349
PRSS3		305.0	24	5	2	[88,88]:2,[100,104]:3	0.17708373292816298	0.5919021680056423	0.2769580509811542	0.5371225003904349
TCP1		557.0	24	5	2	[109,113]:3,[278,278]:2	0.17708373292816298	0.5919021680056423	0.2769580509811542	0.5371225003904349
VPS37A		398.0	24	5	2	[166,166]:2,[185,189]:3	0.17708373292816298	0.5919021680056423	0.2769580509811542	0.5371225003904349
KLHL42		506.0	26	6	2	[354,357]:3,[379,383]:3	0.17706050587861943	0.5917205678661409	0.2770188606225896	0.5371648605545644
ZBTB10		872.0	28	6	2	[239,243]:4,[545,545]:2	0.17704011259692995	0.5915611234738276	0.2770722566977757	0.5371928352431559
RCAN3		242.0	16	5	1	[108,117]:5	0.1770083948695188	0.5913131391695047	0.2771553137692908	0.5372051481308133
NCCRP1		276.0	16	4	1	[255,261]:4	0.17700754720087755	0.5913065116922086	0.27715753366905915	0.5372051481308133
FCHO1		892.0	69	18	5	[102,112]:5,[265,270]:3,[558,565]:4,[615,619]:4,[679,679]:2	0.17699304331645296	0.5911931134136249	0.27719551821940336	0.5372051481308133
NPFFR2		523.0	77	18	5	[93,100]:4,[228,228]:2,[247,253]:4,[469,471]:3,[488,491]:5	0.1769011662603073	0.59047477481527	0.27743619626293037	0.5372918967078862
FOXA2		464.0	42	9	3	[3,3]:2,[223,228]:4,[239,243]:3	0.17682844672141923	0.589906218814139	0.2776267623145092	0.5372918967078862
TWNK		685.0	43	10	3	[150,157]:4,[164,166]:4,[259,259]:2	0.17682772867934848	0.5899006048191298	0.27762864430697554	0.5372918967078862
KRT83		494.0	53	11	3	[34,36]:5,[90,94]:3,[250,251]:3	0.17681792976585461	0.5898239922448932	0.2776543279394115	0.5372918967078862
ABI3BP		1723.0	102	24	7	[68,69]:3,[79,86]:5,[245,245]:2,[391,391]:2,[400,410]:6,[564,569]:4,[820,820]:2	0.1767940908484213	0.5896376082307145	0.2777168162429101	0.5372918967078862
RASAL1		807.0	69	19	4	[195,197]:3,[382,394]:7,[550,554]:3,[751,759]:6	0.17677923194452674	0.5895214342407711	0.27775576895660625	0.5372918967078862
CHST5		412.0	47	15	3	[225,236]:6,[307,311]:3,[366,375]:6	0.1766489553009044	0.5885028693726316	0.27809740422612556	0.5372918967078862
MAP3K21		1037.0	92	24	5	[314,322]:6,[389,390]:4,[521,526]:4,[603,615]:6,[866,868]:4	0.17656213668738113	0.5878240800887156	0.27832518965038777	0.5372918967078862
NDST3		874.0	86	22	6	[147,156]:4,[203,203]:2,[227,235]:5,[361,364]:4,[425,427]:3,[625,629]:4	0.17654183398751563	0.5876653439082585	0.2783784708278024	0.5372918967078862
SELE		611.0	64	15	4	[20,28]:5,[209,213]:4,[295,298]:3,[447,448]:3	0.17653372816256593	0.5876019687069063	0.27839974465290757	0.5372918967078862
C4BPA		598.0	60	13	4	[61,63]:4,[151,154]:4,[359,364]:3,[503,503]:2	0.1765171912877972	0.5874726755412251	0.27844314831606015	0.5372918967078862
KCNK5		500.0	40	9	3	[234,239]:3,[350,351]:3,[423,428]:3	0.17651709766213802	0.5874719435312151	0.2784433940609091	0.5372918967078862
KDELC1		503.0	39	9	3	[130,135]:3,[313,319]:4,[425,425]:2	0.17651057172205342	0.5874209206224501	0.2784605233452746	0.5372918967078862
CHST15		562.0	39	8	3	[46,46]:2,[61,66]:3,[308,309]:3	0.1765102239605596	0.5874182016574058	0.2784614361638834	0.5372918967078862
DDX31		852.0	38	7	3	[175,175]:2,[380,380]:2,[442,443]:3	0.17650298848521387	0.5873616312639222	0.27848042846655907	0.5372918967078862
MSL3		522.0	38	7	2	[91,91]:2,[203,204]:5	0.17650298848521387	0.5873616312639222	0.27848042846655907	0.5372918967078862
CUL4B		914.0	62	17	5	[87,97]:4,[201,214]:6,[703,708]:3,[720,720]:2,[817,817]:2	0.1764889371607762	0.5872517713149314	0.278517313403303	0.5372918967078862
ZNRF3	NA	937.0	45	10	3	[305,314]:6,[587,587]:2,[683,683]:2	0.17648816520369556	0.5872457357866878	0.2785193398711451	0.5372918967078862
IL36G		170.0	18	4	1	[86,91]:4	0.17648806511242757	0.5872449532254678	0.27851960262168773	0.5372918967078862
NSMF		531.0	18	4	1	[371,376]:4	0.17648806511242757	0.5872449532254678	0.27851960262168773	0.5372918967078862
ANKH		493.0	36	7	3	[80,80]:2,[136,139]:3,[348,348]:2	0.17648787673800537	0.5872434804244869	0.27852009712550857	0.5372918967078862
RTP5		573.0	35	7	3	[258,258]:2,[547,552]:3,[567,567]:2	0.17647957634353417	0.587178583985916	0.27854188700928356	0.5372918967078862
BCL10	Dom	234.0	17	4	1	[86,88]:4	0.1764717164922282	0.5871171319237009	0.2785625211610915	0.5372918967078862
AAGAB		316.0	17	3	1	[52,52]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
ATP1B2		291.0	17	3	1	[54,54]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
BYSL		438.0	17	3	1	[406,406]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
CASP3	NA	278.0	17	3	1	[147,147]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
CLDN12		245.0	17	3	1	[145,145]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
DCAKD		232.0	17	3	1	[66,66]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
LACTB2		289.0	17	3	1	[14,14]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
RPUSD1		316.0	17	3	1	[28,28]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
TBCB		245.0	17	3	1	[235,235]:3	0.17647058823529413	0.5871083106734496	0.27856548318979046	0.5372918967078862
FGR		530.0	34	6	3	[191,191]:2,[314,314]:2,[486,486]:2	0.1764705882352941	0.5871083106734494	0.2785654831897906	0.5372918967078862
ZNF708		564.0	34	6	3	[173,173]:2,[238,238]:2,[353,353]:2	0.1764705882352941	0.5871083106734494	0.2785654831897906	0.5372918967078862
AKAP13		2818.0	181	44	12	[61,64]:3,[159,160]:3,[354,369]:8,[519,523]:4,[569,571]:3,[703,703]:2,[776,782]:4,[819,821]:3,[856,858]:3,[1327,1334]:4,[1366,1366]:2,[1385,1396]:5	0.17642187076524268	0.5867274142818992	0.27869339647488517	0.5373989114866374
HCN4		1204.0	83	20	6	[386,396]:6,[462,462]:2,[534,538]:3,[842,846]:3,[867,870]:3,[889,890]:3	0.17641976161140188	0.5867109239122981	0.27869893494508313	0.5373989114866374
OR4K14		311.0	48	12	3	[19,21]:3,[51,58]:7,[97,97]:2	0.1763758056278274	0.5863672550905614	0.27881437205490445	0.5375463103184416
CREB3L3		462.0	60	13	3	[278,283]:5,[288,289]:4,[334,335]:4	0.17630789050353937	0.5858362622917629	0.27899277634774744	0.5378150499166128
NFATC2	Dom	926.0	91	18	6	[103,103]:2,[165,165]:2,[251,251]:2,[292,294]:3,[788,788]:4,[885,892]:5	0.17625542755863854	0.5854260819933662	0.2791306277545207	0.5380055513976605
ZNF761		747.0	74	17	4	[458,459]:3,[473,476]:5,[539,546]:4,[597,602]:5	0.17615676426271248	0.5846546853392087	0.27938996466619065	0.5384301220359902
OSMR		981.0	80	17	5	[58,58]:2,[261,261]:2,[336,337]:5,[668,677]:6,[907,907]:2	0.17613789346814718	0.5845071444765978	0.2794395799642715	0.5384504626513115
SESN3		493.0	38	9	2	[6,13]:5,[20,20]:4	0.17610440616469134	0.5842453247836701	0.27952763567979	0.5385448578400985
SLCO5A1		849.0	103	21	7	[113,122]:4,[220,221]:3,[424,424]:3,[552,552]:2,[661,663]:3,[679,680]:4,[750,750]:2	0.17607009587872224	0.5839770706213565	0.27961786942000116	0.5385877642194629
ZNF462		2507.0	149	33	10	[1084,1084]:2,[1106,1114]:5,[1203,1204]:3,[1241,1242]:3,[1264,1271]:5,[1341,1343]:3,[1358,1360]:4,[1414,1414]:2,[1538,1540]:3,[1548,1551]:3	0.17606622629742233	0.5839468163911514	0.2796280470452445	0.5385877642194629
PIK3R4		1359.0	91	21	7	[10,18]:4,[186,191]:3,[199,205]:4,[684,684]:2,[748,750]:3,[1110,1110]:2,[1189,1194]:3	0.17604030189548692	0.5837441270655384	0.27969623705634356	0.5386438429479877
RTL10		365.0	20	7	1	[5,15]:7	0.17593624421766887	0.5829305545636793	0.27997002538044824	0.5390957954839334
DPH6		268.0	18	6	1	[116,124]:6	0.175893752125443	0.5825983311419546	0.28008186456255746	0.5392358244406222
DDHD1		901.0	60	17	4	[420,420]:2,[632,641]:5,[834,837]:4,[857,870]:6	0.17585412010303195	0.5822884691086784	0.28018619555358903	0.5393613609420786
MMP3		478.0	42	9	2	[264,269]:4,[316,318]:5	0.17580734106299437	0.5819227282865115	0.2803093652371088	0.53944800724678
SEC31B		1180.0	65	16	5	[591,596]:3,[743,743]:2,[811,811]:2,[946,949]:3,[1024,1037]:6	0.1758073003985653	0.581922410352631	0.2803094723183667	0.53944800724678
PCDH19		1149.0	114	30	8	[156,156]:2,[281,286]:5,[362,362]:2,[504,514]:5,[849,849]:2,[990,998]:5,[1014,1014]:2,[1073,1086]:7	0.17578275446894068	0.5817304985802958	0.2803741124985405	0.539497088329478
DIRAS2		200.0	19	5	1	[73,80]:5	0.17570546693105668	0.5811262277866618	0.280577691555812	0.5397371732397555
SMAD9		468.0	38	8	3	[84,84]:2,[97,97]:2,[159,166]:4	0.1757051253212536	0.5811235569184665	0.280578591531061	0.5397371732397555
PPP4R3A		821.0	37	8	3	[163,167]:3,[318,318]:2,[493,497]:3	0.1756761940689682	0.5808973586042498	0.2806548163410725	0.5397371732397555
ASPRV1		344.0	37	7	2	[187,189]:4,[287,287]:3	0.17567593486983624	0.5808953320619447	0.28065549929507194	0.5397371732397555
RBMXL3		1068.0	64	14	5	[52,55]:3,[290,290]:2,[347,352]:3,[379,382]:4,[832,832]:2	0.17558556030825434	0.5801887406819297	0.2808936728095841	0.540066801372559
SCAF8		1350.0	63	12	5	[425,425]:2,[511,512]:3,[888,888]:2,[894,897]:3,[1124,1124]:2	0.1755663035715289	0.5800381823396346	0.28094443472198916	0.540066801372559
TSKS		593.0	63	12	4	[20,20]:2,[149,152]:4,[374,374]:2,[443,444]:4	0.1755663035715289	0.5800381823396346	0.28094443472198916	0.540066801372559
PKD1L2		2459.6666666666665	55	20	4	[36,39]:3,[125,128]:3,[145,173]:11,[258,262]:3	0.17550219843598192	0.5795369778480239	0.281113451641528	0.5403163595759152
FRMPD4		1323.0	152	33	11	[33,33]:2,[286,290]:3,[302,308]:4,[508,514]:4,[527,532]:3,[672,676]:3,[728,730]:3,[748,749]:4,[843,843]:2,[918,918]:2,[1036,1038]:3	0.17548151706245754	0.5793752810164886	0.2811679897630591	0.5403374037870676
KRT71		524.0	58	11	5	[55,55]:2,[70,75]:3,[135,135]:2,[303,303]:2,[407,407]:2	0.1754618133107534	0.5792212276981165	0.28121995458549687	0.5403374037870676
LRRC37B		948.0	71	15	5	[278,278]:2,[381,388]:4,[540,543]:4,[648,650]:3,[758,758]:2	0.17545276486755265	0.5791504826581818	0.2812438196526988	0.5403374037870676
IARS2		1013.0	57	10	4	[8,8]:2,[464,464]:3,[517,517]:2,[832,832]:3	0.17543859649122806	0.5790397075417715	0.2812811903936161	0.5403374037870676
KCNA2		500.0	47	12	4	[82,82]:2,[279,294]:6,[301,301]:2,[483,483]:2	0.17526719463584076	0.5776996061745798	0.28173347254972403	0.5410900722522888
NEB		8561.0	466	104	34	[164,164]:2,[355,355]:2,[389,389]:2,[425,425]:2,[787,790]:4,[1047,1047]:2,[2073,2073]:2,[2079,2079]:2,[2285,2285]:2,[2357,2357]:2,[2365,2372]:4,[2396,2396]:2,[2444,2448]:3,[3000,3010]:4,[3040,3053]:6,[3091,3096]:7,[3124,3127]:7,[3132,3132]:2,[3245,3246]:3,[3392,3400]:4,[3826,3828]:3,[3834,3842]:4,[3866,3866]:2,[4100,4108]:5,[4786,4786]:2,[4860,4863]:4,[4998,4998]:2,[5420,5420]:2,[5526,5534]:4,[5593,5593]:2,[6170,6170]:2,[6395,6395]:2,[6475,6475]:2,[6527,6535]:4	0.1752029105844062	0.5771970028333184	0.28190319075754106	0.5410900722522888
PGLYRP3		342.0	40	13	2	[14,27]:9,[321,326]:4	0.1751779051728259	0.5770014986121403	0.2819692215815894	0.5410900722522888
TNFRSF25		427.0	24	9	1	[161,178]:9	0.1751667913460972	0.5769146054197638	0.2819985718256072	0.5410900722522888
TRANK1		2970.0	199	46	15	[563,563]:2,[695,702]:4,[724,724]:2,[1052,1055]:3,[1285,1290]:3,[1433,1438]:5,[1960,1960]:2,[1978,1978]:2,[2255,2257]:3,[2277,2277]:2,[2326,2342]:6,[2546,2546]:2,[2600,2600]:2,[2748,2757]:5,[2844,2845]:3	0.17516600952249362	0.5769084927503433	0.2820006365805974	0.5410900722522888
MID1		668.0	44	8	3	[206,206]:2,[217,217]:2,[507,508]:4	0.1751616718735938	0.5768745789446384	0.282012092215316	0.5410900722522888
HTR4		429.0	43	11	3	[96,97]:3,[105,110]:3,[231,242]:5	0.17513988222094806	0.5767042170589097	0.2820696415960854	0.5410900722522888
PDE6A		861.0	59	14	4	[131,133]:3,[327,327]:3,[489,489]:2,[779,794]:6	0.17513668715618536	0.5766792365203555	0.28207808066392354	0.5410900722522888
QRICH2		1664.0	86	16	6	[117,117]:3,[153,153]:2,[449,449]:3,[640,643]:3,[1245,1245]:2,[1655,1656]:3	0.17512415261635259	0.5765812355160544	0.28211118909544103	0.5410900722522888
CC2D1A		952.0	72	16	5	[164,172]:6,[229,231]:3,[587,588]:3,[637,637]:2,[778,778]:2	0.17508616874053423	0.576284259478074	0.2822115302136803	0.5410900722522888
OBSL1		1897.0	99	25	7	[359,379]:8,[499,508]:6,[1045,1045]:2,[1056,1056]:2,[1251,1251]:2,[1589,1589]:2,[1783,1783]:3	0.17504531373608273	0.5759648355885347	0.2823194750956648	0.5410900722522888
OR4S1		310.0	41	9	3	[171,173]:3,[181,181]:2,[253,258]:4	0.1750440085949165	0.5759546313730828	0.28232292379644275	0.5410900722522888
RBL1		1069.0	70	19	4	[2,13]:6,[43,53]:5,[187,191]:6,[581,581]:2	0.17503839593514586	0.5759107489249305	0.2823377549013876	0.5410900722522888
NAALAD2		741.0	87	22	5	[160,162]:3,[244,246]:3,[278,288]:7,[334,344]:6,[537,537]:3	0.1750206208725978	0.575771775017275	0.2823847268735832	0.5410900722522888
CHORDC1		333.0	25	6	2	[170,170]:2,[264,270]:4	0.17500067132207298	0.5756157999266159	0.2824374495743236	0.5410900722522888
ME3		605.0	58	14	4	[34,44]:5,[52,52]:2,[138,144]:4,[504,506]:3	0.1749845543014936	0.5754897893810201	0.28248004711646035	0.5410900722522888
DLC1		1529.0	159	44	9	[50,54]:5,[166,169]:4,[171,178]:7,[180,185]:5,[256,256]:2,[304,307]:3,[335,355]:12,[435,441]:4,[853,853]:2	0.17496273428196468	0.575319190072531	0.28253772269783706	0.5410900722522888
GOLGA3		1499.0	117	31	7	[343,344]:4,[925,925]:2,[942,948]:4,[1008,1015]:4,[1095,1102]:5,[1117,1123]:7,[1333,1341]:5	0.174892569482714	0.5747706082430514	0.28272322357240987	0.5410900722522888
MANEA		463.0	44	11	3	[49,58]:5,[318,319]:3,[401,404]:3	0.17484724965974835	0.5744162762751743	0.28284307068724057	0.5410900722522888
ADGRV1		6307.0	573	134	40	[203,210]:6,[359,359]:2,[717,717]:2,[885,888]:5,[999,1001]:3,[1048,1048]:2,[1534,1535]:3,[1547,1551]:3,[1551,1555]:4,[1597,1600]:3,[1662,1662]:2,[1906,1912]:4,[2065,2065]:2,[2165,2165]:2,[2192,2196]:3,[2278,2278]:2,[2299,2313]:6,[2419,2429]:5,[2547,2548]:3,[2591,2591]:2,[2663,2663]:2,[2891,2891]:2,[3534,3534]:3,[3679,3688]:6,[3811,3816]:3,[3861,3862]:3,[3892,3900]:6,[3908,3911]:3,[3921,3921]:2,[4046,4054]:5,[4137,4142]:5,[4155,4155]:2,[4265,4268]:3,[4290,4291]:3,[4403,4403]:2,[4501,4509]:7,[5244,5247]:4,[5432,5435]:3,[5492,5501]:4,[5666,5666]:2	0.17482646472682847	0.5742537697669456	0.28289804407220265	0.5410900722522888
